,All ages,,,,,,,Under 5 years,,,,,,,,5 to 17 years,,,,,,,,18 to 24 years,,,,,,,,25 to 34 years,,,,,,,,35 to 44 years,,,,,,,,45 to 64 years,,,,,,,,65 to 84 years,,,,,,,,85 to 99 years,,,,,,,,100 years and over,,,,,,,
State,Population,,"Change, 2010 to 2020",,Female,,Racial and ethnic diversity index,Population,,"Change, 2010 to 2020",,Female,,Percent of total population,Racial and ethnic diversity index,Population,,"Change, 2010 to 2020",,Female,,Percent of total population,Racial and ethnic diversity index,Population,,"Change, 2010 to 2020",,Female,,Percent of total population,Racial and ethnic diversity index,Population,,"Change, 2010 to 2020",,Female,,Percent of total population,Racial and ethnic diversity index,Population,,"Change, 2010 to 2020",,Female,,Percent of total population,Racial and ethnic diversity index,Population,,"Change, 2010 to 2020",,Female,,Percent of total population,Racial and ethnic diversity index,Population,,"Change, 2010 to 2020",,Female,,Percent of total population,Racial and ethnic diversity index,Population,,"Change, 2010 to 2020",,Female,,Percent of total population,Racial and ethnic diversity index,Population,,"Change, 2010 to 2020",,Female,,Percent of total population,Racial and ethnic diversity index
,"April 1, 2020","April 1, 2010",Number,Percent,Number,Percent,,"April 1, 2020","April 1, 2010",Number,Percent,Number,Percent,,,"April 1, 2020","April 1, 2010",Number,Percent,Number,Percent,,,"April 1, 2020","April 1, 2010",Number,Percent,Number,Percent,,,"April 1, 2020","April 1, 2010",Number,Percent,Number,Percent,,,"April 1, 2020","April 1, 2010",Number,Percent,Number,Percent,,,"April 1, 2020","April 1, 2010",Number,Percent,Number,Percent,,,"April 1, 2020","April 1, 2010",Number,Percent,Number,Percent,,,"April 1, 2020","April 1, 2010",Number,Percent,Number,Percent,,,"April 1, 2020","April 1, 2010",Number,Percent,Number,Percent,,
New Hampshire,"1,377,529","1,316,470","61,059",4.6,"695,820",50.5,23.6,"61,480","69,806","-8,326",-11.9,"29,996",48.8,4.5,37.1,"195,369","217,428","-22,059",-10.1,"95,286",48.8,14.2,34.5,"122,843","123,114",-271,-0.2,"60,564",49.3,8.9,30.9,"170,156","144,472","25,684",17.8,"83,487",49.1,12.4,28.6,"158,972","179,178","-20,206",-11.3,"79,674",50.1,11.5,27.6,"402,755","404,204","-1,449",-0.4,"204,312",50.7,29.2,18.2,"237,360","153,507","83,853",54.6,"124,617",52.5,17.2,10.0,"28,237","24,529","3,708",15.1,"17,614",62.4,2.05,7.0,357,232,125,53.9,270,75.6,0.03,16.4
New Jersey,"9,288,994","8,791,894","497,100",5.7,"4,770,289",51.4,65.8,"502,046","541,020","-38,974",-7.2,"246,116",49.0,5.4,71.7,"1,505,638","1,524,194","-18,556",-1.2,"735,502",48.8,16.2,71.0,"822,734","767,228","55,506",7.2,"399,308",48.5,8.9,69.7,"1,220,130","1,109,801","110,329",9.9,"612,414",50.2,13.1,70.0,"1,199,275","1,238,297","-39,022",-3.2,"612,992",51.1,12.9,70.1,"2,507,872","2,425,361","82,511",3.4,"1,299,193",51.8,27.0,61.7,"1,335,142","1,006,382","328,760",32.7,"736,100",55.1,14.4,49.0,"193,511","177,842","15,669",8.8,"126,539",65.4,2.08,37.6,"2,646","1,769",877,49.6,"2,125",80.3,0.03,40.5
New Mexico,"2,117,522","2,059,179","58,343",2.8,"1,073,366",50.7,63.0,"114,806","144,981","-30,175",-20.8,"56,536",49.2,5.4,58.5,"363,727","373,691","-9,964",-2.7,"178,116",49.0,17.2,58.2,"193,255","203,539","-10,284",-5.1,"93,286",48.3,9.1,60.6,"273,972","267,245","6,727",2.5,"135,049",49.3,12.9,63.6,"256,448","248,523","7,925",3.2,"128,346",50.0,12.1,63.3,"524,107","548,945","-24,838",-4.5,"270,650",51.6,24.8,63.0,"351,846","240,262","111,584",46.4,"187,397",53.3,16.6,56.6,"38,951","31,709","7,242",22.8,"23,664",60.8,1.84,55.2,410,284,126,44.4,322,78.5,0.02,59.4
New York,"20,201,249","19,378,102","823,147",4.2,"10,430,888",51.6,65.8,"1,060,610","1,155,822","-95,212",-8.2,"519,195",49.0,5.3,71.0,"3,052,504","3,169,107","-116,603",-3.7,"1,489,585",48.8,15.1,70.6,"1,935,824","1,983,517","-47,693",-2.4,"963,157",49.8,9.6,69.7,"2,955,956","2,659,337","296,619",11.2,"1,498,405",50.7,14.6,68.8,"2,564,653","2,610,017","-45,364",-1.7,"1,312,159",51.2,12.7,68.6,"5,223,236","5,182,359","40,877",0.8,"2,718,211",52.0,25.9,63.0,"2,966,614","2,227,069","739,545",33.2,"1,640,114",55.3,14.7,52.7,"434,931","386,269","48,662",12.6,"284,471",65.4,2.15,44.2,"6,921","4,605","2,316",50.3,"5,591",80.8,0.03,49.5
North Carolina,"10,439,388","9,535,483","903,905",9.5,"5,372,038",51.5,57.9,"574,468","632,040","-57,572",-9.1,"281,905",49.1,5.5,68.3,"1,709,821","1,649,595","60,226",3.7,"836,753",48.9,16.4,67.5,"996,631","938,618","58,013",6.2,"487,761",48.9,9.5,64.2,"1,362,100","1,246,593","115,507",9.3,"691,119",50.7,13.0,61.9,"1,300,738","1,327,151","-26,413",-2.0,"670,157",51.5,12.5,61.4,"2,706,182","2,507,407","198,775",7.9,"1,403,486",51.9,25.9,51.8,"1,607,247","1,086,618","520,629",47.9,"881,525",54.8,15.4,39.0,"180,149","146,057","34,092",23.3,"117,672",65.3,1.73,33.1,"2,052","1,404",648,46.2,"1,660",80.9,0.02,48.5
North Dakota,"779,094","672,591","106,503",15.8,"381,025",48.9,32.6,"52,366","44,595","7,771",17.4,"25,581",48.9,6.7,48.0,"130,635","105,276","25,359",24.1,"63,786",48.8,16.8,44.5,"83,077","81,020","2,057",2.5,"39,221",47.2,10.7,40.1,"113,866","90,485","23,381",25.8,"53,688",47.2,14.6,39.7,"97,915","75,262","22,653",30.1,"46,152",47.1,12.6,33.4,"177,815","178,476",-661,-0.4,"86,829",48.8,22.8,22.7,"106,357","80,789","25,568",31.6,"54,845",51.6,13.7,11.4,"16,792","16,467",325,2.0,"10,713",63.8,2.16,8.2,271,221,50,22.6,210,77.5,0.03,23.8
Ohio,"11,799,448","11,536,504","262,944",2.3,"6,017,830",51.0,40.4,"666,434","720,856","-54,422",-7.5,"326,751",49.0,5.6,53.7,"1,925,452","2,009,895","-84,443",-4.2,"939,844",48.8,16.3,51.2,"1,102,347","1,099,491","2,856",0.3,"544,919",49.4,9.3,46.5,"1,500,324","1,409,959","90,365",6.4,"750,046",50.0,12.7,45.6,"1,413,842","1,479,831","-65,989",-4.5,"711,708",50.3,12.0,42.0,"3,072,312","3,194,457","-122,145",-3.8,"1,567,561",51.0,26.0,34.0,"1,869,243","1,391,586","477,657",34.3,"1,014,930",54.3,15.8,25.1,"246,623","228,538","18,085",7.9,"159,746",64.8,2.09,21.3,"2,871","1,891",980,51.8,"2,325",81.0,0.02,28.7
Oklahoma,"3,959,353","3,751,351","208,002",5.5,"1,997,724",50.5,59.5,"241,242","264,126","-22,884",-8.7,"117,769",48.8,6.1,72.0,"707,413","665,540","41,873",6.3,"344,782",48.7,17.9,70.6,"383,650","381,186","2,464",0.6,"186,913",48.7,9.7,66.6,"520,309","506,755","13,554",2.7,"256,859",49.4,13.1,63.8,"502,207","460,937","41,270",9.0,"249,117",49.6,12.7,60.4,"951,454","966,093","-14,639",-1.5,"483,687",50.8,24.0,51.5,"582,516","444,802","137,714",31.0,"313,894",53.9,14.7,37.1,"69,828","61,366","8,462",13.8,"44,144",63.2,1.76,27.7,734,546,188,34.4,559,76.2,0.02,36.4
Oregon,"4,237,256","3,831,074","406,182",10.6,"2,139,756",50.5,46.1,"215,252","237,556","-22,304",-9.4,"105,207",48.9,5.1,59.4,"651,352","628,897","22,455",3.6,"316,799",48.6,15.4,58.8,"370,659","358,778","11,881",3.3,"183,529",49.5,8.7,56.8,"586,702","524,144","62,558",11.9,"289,640",49.4,13.8,51.4,"572,750","499,525","73,225",14.7,"284,375",49.7,13.5,48.1,"1,045,433","1,048,641","-3,208",-0.3,"530,685",50.8,24.7,39.5,"711,807","455,661","256,146",56.2,"377,863",53.1,16.8,22.9,"82,332","77,195","5,137",6.7,"50,934",61.9,1.94,17.2,969,677,292,43.1,724,74.7,0.02,27.8
Pennsylvania,"13,002,700","12,702,379","300,321",2.4,"6,640,343",51.1,44.0,"667,816","729,538","-61,722",-8.5,"326,666",48.9,5.1,57.5,"1,981,336","2,062,617","-81,281",-3.9,"965,602",48.7,15.2,56.1,"1,208,578","1,261,381","-52,803",-4.2,"601,741",49.8,9.3,52.1,"1,673,168","1,511,119","162,049",10.7,"834,837",49.9,12.9,50.8,"1,542,339","1,615,669","-73,330",-4.5,"775,067",50.3,11.9,47.6,"3,446,409","3,562,748","-116,339",-3.3,"1,756,719",51.0,26.5,37.0,"2,163,154","1,653,631","509,523",30.8,"1,170,213",54.1,16.6,25.5,"315,969","303,166","12,803",4.2,"206,309",65.3,2.43,19.4,"3,931","2,510","1,421",56.6,"3,189",81.1,0.03,27.9
Rhode Island,"1,097,379","1,052,567","44,812",4.3,"565,649",51.5,49.4,"51,903","57,448","-5,545",-9.7,"25,426",49.0,4.7,64.9,"157,882","166,508","-8,626",-5.2,"76,989",48.8,14.4,62.7,"116,262","119,969","-3,707",-3.1,"58,569",50.4,10.6,58.6,"146,024","126,962","19,062",15.0,"73,380",50.3,13.3,56.7,"131,285","136,860","-5,575",-4.1,"66,620",50.7,12.0,54.4,"293,562","292,939",623,0.2,"152,634",52.0,26.8,39.8,"173,678","125,131","48,547",38.8,"94,278",54.3,15.8,25.3,"26,347","26,503",-156,-0.6,"17,420",66.1,2.40,18.0,436,247,189,76.5,333,76.4,0.04,27.4
South Carolina,"5,118,425","4,625,364","493,061",10.7,"2,644,667",51.7,54.6,"277,144","302,297","-25,153",-8.3,"135,339",48.8,5.4,64.1,"826,821","778,177","48,644",6.3,"404,906",49.0,16.2,63.5,"471,140","476,445","-5,305",-1.1,"233,909",49.6,9.2,59.3,"633,704","592,056","41,648",7.0,"324,975",51.3,12.4,58.5,"612,977","601,292","11,685",1.9,"316,170",51.6,12.0,57.5,"1,324,688","1,243,223","81,465",6.6,"692,281",52.3,25.9,50.1,"881,571","561,157","320,414",57.1,"479,059",54.3,17.2,39.8,"89,335","70,058","19,277",27.5,"57,191",64.0,1.75,37.0,"1,045",659,386,58.6,837,80.1,0.02,53.6
South Dakota,"886,667","814,180","72,487",8.9,"440,895",49.7,35.6,"57,742","59,621","-1,879",-3.2,"28,203",48.8,6.5,51.8,"159,670","143,176","16,494",11.5,"77,745",48.7,18.0,49.4,"82,066","81,539",527,0.6,"39,505",48.1,9.3,43.9,"112,285","105,429","6,856",6.5,"54,581",48.6,12.7,42.9,"108,761","93,112","15,649",16.8,"52,754",48.5,12.3,36.1,"209,552","214,722","-5,170",-2.4,"104,490",49.9,23.6,25.7,"136,194","97,355","38,839",39.9,"70,444",51.7,15.4,13.8,"20,054","18,986","1,068",5.6,"12,887",64.3,2.26,7.9,343,240,103,42.9,286,83.4,0.04,15.5
Tennessee,"6,910,840","6,346,105","564,735",8.9,"3,544,440",51.3,46.6,"393,767","407,813","-14,046",-3.4,"192,598",48.9,5.7,58.0,"1,132,600","1,088,188","44,412",4.1,"554,463",49.0,16.4,56.7,"644,030","606,364","37,666",6.2,"322,488",50.1,9.3,52.9,"921,271","823,997","97,274",11.8,"467,281",50.7,13.3,51.3,"860,591","854,130","6,461",0.8,"437,114",50.8,12.5,49.4,"1,779,010","1,712,151","66,859",3.9,"916,812",51.5,25.7,40.5,"1,062,653","753,545","309,108",41.0,"577,205",54.3,15.4,28.9,"115,662","98,977","16,685",16.9,"75,491",65.3,1.67,24.0,"1,256",940,316,33.6,988,78.7,0.02,40.9
Texas,"29,145,505","25,145,561","3,999,944",15.9,"14,750,823",50.6,67.0,"1,819,260","1,928,473","-109,213",-5.7,"893,665",49.1,6.2,66.5,"5,459,545","4,937,351","522,194",10.6,"2,671,590",48.9,18.7,65.6,"2,915,232","2,572,969","342,263",13.3,"1,429,940",49.1,10.0,66.5,"4,122,639","3,613,473","509,166",14.1,"2,055,741",49.9,14.1,67.7,"3,941,163","3,458,382","482,781",14.0,"1,991,935",50.5,13.5,68.0,"6,966,531","6,033,027","933,504",15.5,"3,553,211",51.0,23.9,66.1,"3,523,590","2,296,707","1,226,883",53.4,"1,902,833",54.0,12.1,57.3,"393,110","302,262","90,848",30.1,"248,540",63.2,1.35,51.1,"4,435","2,917","1,518",52.0,"3,368",75.9,0.02,55.8
Utah,"3,271,616","2,763,885","507,731",18.4,"1,628,085",49.8,40.7,"239,780","263,924","-24,144",-9.1,"116,704",48.7,7.3,47.9,"707,785","607,103","100,682",16.6,"343,775",48.6,21.6,46.1,"381,309","318,029","63,280",19.9,"189,032",49.6,11.7,45.5,"472,899","445,687","27,212",6.1,"230,820",48.8,14.5,45.1,"448,621","332,475","116,146",34.9,"221,996",49.5,13.7,40.0,"639,425","547,205","92,220",16.9,"321,808",50.3,19.5,35.7,"342,334","218,471","123,863",56.7,"180,685",52.8,10.5,21.3,"39,122","30,805","8,317",27.0,"23,037",58.9,1.20,16.4,341,186,155,83.3,228,66.9,0.01,41.5
Vermont,"643,077","625,741","17,336",2.8,"325,904",50.7,20.2,"28,555","31,952","-3,397",-10.6,"14,019",49.1,4.4,30.3,"90,040","97,281","-7,241",-7.4,"43,492",48.3,14.0,29.1,"60,573","64,873","-4,300",-6.6,"29,784",49.2,9.4,28.2,"77,282","69,622","7,660",11.0,"38,472",49.8,12.0,24.0,"75,607","78,359","-2,752",-3.5,"38,133",50.4,11.8,22.2,"178,715","192,576","-13,861",-7.2,"91,158",51.0,27.8,16.0,"118,114","78,281","39,833",50.9,"61,892",52.4,18.4,9.8,"14,024","12,664","1,360",10.7,"8,826",62.9,2.18,8.1,167,133,34,25.6,128,76.6,0.03,24.1
Virginia,"8,631,393","8,001,024","630,369",7.9,"4,410,876",51.1,60.5,"481,405","509,625","-28,220",-5.5,"235,175",48.9,5.6,69.5,"1,404,934","1,344,052","60,882",4.5,"686,387",48.9,16.3,68.7,"839,485","802,099","37,386",4.7,"408,743",48.7,9.7,65.9,"1,163,680","1,090,419","73,261",6.7,"584,909",50.3,13.5,63.9,"1,114,397","1,108,928","5,469",0.5,"569,817",51.1,12.9,63.5,"2,232,201","2,168,964","63,237",2.9,"1,151,559",51.6,25.9,55.4,"1,245,187","854,534","390,653",45.7,"677,681",54.4,14.4,43.0,"148,273","121,213","27,060",22.3,"95,123",64.2,1.72,36.9,"1,831","1,190",641,53.9,"1,482",80.9,0.02,44.9
Washington,"7,705,281","6,724,540","980,741",14.6,"3,861,509",50.1,55.9,"437,231","439,657","-2,426",-0.6,"213,866",48.9,5.7,67.7,"1,243,361","1,141,697","101,664",8.9,"606,463",48.8,16.1,66.5,"685,639","650,053","35,586",5.5,"329,982",48.1,8.9,64.6,"1,135,030","933,781","201,249",21.6,"552,559",48.7,14.7,61.3,"1,057,328","908,305","149,023",16.4,"522,468",49.4,13.7,58.6,"1,894,264","1,823,370","70,894",3.9,"957,123",50.5,24.6,47.9,"1,121,470","710,406","411,064",57.9,"597,244",53.3,14.6,31.5,"129,282","116,216","13,066",11.2,"80,513",62.3,1.68,25.6,"1,676","1,055",621,58.9,"1,291",77.0,0.02,28.4
West Virginia,"1,793,716","1,852,994","-59,278",-3.2,"904,818",50.4,20.2,"89,207","104,060","-14,853",-14.3,"43,639",48.9,5.0,28.7,"271,577","283,358","-11,781",-4.2,"132,026",48.6,15.1,27.0,"156,515","168,999","-12,484",-7.4,"76,587",48.9,8.7,26.3,"207,306","220,698","-13,392",-6.1,"101,501",49.0,11.6,24.3,"215,772","237,494","-21,722",-9.1,"106,529",49.4,12.0,21.3,"486,324","540,981","-54,657",-10.1,"245,512",50.5,27.1,16.8,"329,067","261,483","67,584",25.8,"174,402",53.0,18.3,11.6,"37,584","35,648","1,936",5.4,"24,332",64.7,2.10,9.1,364,273,91,33.3,290,79.7,0.02,29.0
Wisconsin,"5,893,718","5,686,986","206,732",3.6,"2,962,113",50.3,37.0,"322,285","358,443","-36,158",-10.1,"157,604",48.9,5.5,53.5,"959,133","981,049","-21,916",-2.2,"467,349",48.7,16.3,51.6,"539,914","549,256","-9,342",-1.7,"265,977",49.3,9.2,46.7,"741,123","721,694","19,429",2.7,"364,154",49.1,12.6,43.9,"724,339","725,666","-1,327",-0.2,"358,191",49.5,12.3,39.5,"1,546,907","1,573,564","-26,657",-1.7,"776,321",50.2,26.2,27.6,"933,204","658,809","274,395",41.7,"491,082",52.6,15.8,16.0,"125,273","117,326","7,947",6.8,"80,190",64.0,2.13,10.5,"1,540","1,179",361,30.6,"1,245",80.8,0.03,18.7
Wyoming,"576,851","563,626","13,225",2.3,"284,438",49.3,32.4,"33,955","40,203","-6,248",-15.5,"16,427",48.4,5.9,43.9,"101,559","95,199","6,360",6.7,"49,241",48.5,17.6,42.8,"50,776","56,429","-5,653",-10.0,"24,211",47.7,8.8,40.0,"72,915","77,649","-4,734",-6.1,"35,443",48.6,12.6,36.3,"73,981","66,966","7,015",10.5,"36,005",48.7,12.8,32.9,"141,793","157,090","-15,297",-9.7,"70,476",49.7,24.6,26.1,"92,076","61,488","30,588",49.7,"46,540",50.5,16.0,17.1,"9,670","8,530","1,140",13.4,"6,010",62.2,1.68,14.9,126,72,54,75.0,85,67.5,0.02,38.8
Puerto Rico,"3,285,874","3,725,789","-439,915",-11.8,"1,732,081",52.7,2.2,"115,106","224,756","-109,650",-48.8,"55,745",48.4,3.5,1.9,"445,865","678,539","-232,674",-34.3,"217,159",48.7,13.6,1.6,"293,127","375,145","-82,018",-21.9,"146,389",49.9,8.9,1.5,"372,242","492,332","-120,090",-24.4,"193,720",52.0,11.3,2.2,"407,661","483,528","-75,867",-15.7,"215,118",52.8,12.4,2.6,"919,974","929,491","-9,517",-1.0,"491,038",53.4,28.0,2.8,"646,785","479,402","167,383",34.9,"359,984",55.7,19.7,2.1,"83,753","61,635","22,118",35.9,"52,012",62.1,2.55,1.9,"1,361",961,400,41.6,916,67.3,0.04,4.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
